SeqID;Isolate_Id;Isolate_Name;subtype;Location;lat;lon;Host;Collection_Date
>EPI_ISL_13369762|A/barnacle_goose/England/061307/2021|A_/_H5N1;EPI_ISL_13369762;A/barnacle_goose/England/061307/2021;A / H5N1;Europe / United Kingdom / England;;;Branta leucopsis;2021-11-17
>EPI_ISL_13369764|A/domestic_goose/England/059141/2021|A_/_H5N1;EPI_ISL_13369764;A/domestic_goose/England/059141/2021;A / H5N1;Europe / United Kingdom / England;;;Anser anser domesticus;2021-11-19
>EPI_ISL_13369766|A/barnacle_goose/Scotland/062007/2021|A_/_H5N1;EPI_ISL_13369766;A/barnacle_goose/Scotland/062007/2021;A / H5N1;Europe / United Kingdom / Scotland;;;Branta leucopsis;2021-11-19
>EPI_ISL_13369768|A/turkey/England/059498/2021|A_/_H5N1;EPI_ISL_13369768;A/turkey/England/059498/2021;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2021-11-20
>EPI_ISL_13369769|A/chicken/England/59973/2021|A_/_H5N1;EPI_ISL_13369769;A/chicken/England/59973/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-11-20
>EPI_ISL_13369771|A/turkey/England/059870/2021|A_/_H5N1;EPI_ISL_13369771;A/turkey/England/059870/2021;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2021-11-21
>EPI_ISL_13369772|A/chicken/England/061210/2021|A_/_H5N1;EPI_ISL_13369772;A/chicken/England/061210/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-11-22
>EPI_ISL_13369777|A/chicken/England/062137/2021|A_/_H5N1;EPI_ISL_13369777;A/chicken/England/062137/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-11-25
>EPI_ISL_13369781|A/chicken/Northern_Ireland/17463/2021|A_/_H5N1;EPI_ISL_13369781;A/chicken/Northern_Ireland/17463/2021;A / H5N1;Europe / United Kingdom / Northern Ireland;;;Gallus gallus domesticus;2021-12-01
>EPI_ISL_13369782|A/turkey/England/062369/2021|A_/_H5N1;EPI_ISL_13369782;A/turkey/England/062369/2021;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2021-11-27
>EPI_ISL_13369783|A/canada_goose/England/300363/2021|A_/_H5N1;EPI_ISL_13369783;A/canada_goose/England/300363/2021;A / H5N1;Europe / United Kingdom / England;;;Branta canadensis;2021-11-27
>EPI_ISL_13369784|A/chicken/England/063664/2021|A_/_H5N1;EPI_ISL_13369784;A/chicken/England/063664/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-11-28
>EPI_ISL_13370419|A/chicken/England/064357/2021|A_/_H5N1;EPI_ISL_13370419;A/chicken/England/064357/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-01
>EPI_ISL_13370420|A/chicken/England/064233/2021|A_/_H5N1;EPI_ISL_13370420;A/chicken/England/064233/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-01
>EPI_ISL_13370505|A/kestrel/England/244611/2021|A_/_H5N1;EPI_ISL_13370505;A/kestrel/England/244611/2021;A / H5N1;Europe / United Kingdom / England;;;Falco tinnunculus;2021-12-01
>EPI_ISL_13370507|A/turkey/England/064661/2021|A_/_H5N1;EPI_ISL_13370507;A/turkey/England/064661/2021;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2021-12-02
>EPI_ISL_13370508|A/mute_swan/England/244635/2021|A_/_H5N1;EPI_ISL_13370508;A/mute_swan/England/244635/2021;A / H5N1;Europe / United Kingdom / England;;;Cygnus olor;2021-12-02
>EPI_ISL_13370514|A/chicken/England/065487/2021|A_/_H5N1;EPI_ISL_13370514;A/chicken/England/065487/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-04
>EPI_ISL_13370515|A/chicken/England/066019/2021|A_/_H5N1;EPI_ISL_13370515;A/chicken/England/066019/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-04
>EPI_ISL_13370518|A/chicken/England/066782/2021|A_/_H5N1;EPI_ISL_13370518;A/chicken/England/066782/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-05
>EPI_ISL_13370520|A/mute_swan/England/244574/2021|A_/_H5N1;EPI_ISL_13370520;A/mute_swan/England/244574/2021;A / H5N1;Europe / United Kingdom / England;;;Cygnus olor;2021-12-06
>EPI_ISL_13370523|A/chicken/England/067219/2021|A_/_H5N1;EPI_ISL_13370523;A/chicken/England/067219/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-08
>EPI_ISL_13370524|A/turkey/England/067429/2021|A_/_H5N1;EPI_ISL_13370524;A/turkey/England/067429/2021;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2021-12-08
>EPI_ISL_13370558|A/chicken/England/068375/2021|A_/_H5N1;EPI_ISL_13370558;A/chicken/England/068375/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-09
>EPI_ISL_13370569|A/chicken/England/069549/2021|A_/_H5N1;EPI_ISL_13370569;A/chicken/England/069549/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-11
>EPI_ISL_13370570|A/chicken/England/070105/2021|A_/_H5N1;EPI_ISL_13370570;A/chicken/England/070105/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-11
>EPI_ISL_13370573|A/chicken/England/070277/2021|A_/_H5N1;EPI_ISL_13370573;A/chicken/England/070277/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-13
>EPI_ISL_13370603|A/chicken/England/070359/2021|A_/_H5N1;EPI_ISL_13370603;A/chicken/England/070359/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-13
>EPI_ISL_13370604|A/chicken/England/070810/2021|A_/_H5N1;EPI_ISL_13370604;A/chicken/England/070810/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-13
>EPI_ISL_13370608|A/chicken/England/072084/2021|A_/_H5N1;EPI_ISL_13370608;A/chicken/England/072084/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-15
>EPI_ISL_13370609|A/chicken/England/071631/2021|A_/_H5N1;EPI_ISL_13370609;A/chicken/England/071631/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-15
>EPI_ISL_13370610|A/chicken/England/072132/2021|A_/_H5N1;EPI_ISL_13370610;A/chicken/England/072132/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-15
>EPI_ISL_13370612|A/chicken/England/072378/2021|A_/_H5N1;EPI_ISL_13370612;A/chicken/England/072378/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-16
>EPI_ISL_13370613|A/chicken/England/073008/2021|A_/_H5N1;EPI_ISL_13370613;A/chicken/England/073008/2021;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2021-12-17
>EPI_ISL_13370621|A/turkey/England/075992/2021|A_/_H5N1;EPI_ISL_13370621;A/turkey/England/075992/2021;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2021-12-27
>EPI_ISL_13370625|A/domestic_duck/England/076401/2021|A_/_H5N1;EPI_ISL_13370625;A/domestic_duck/England/076401/2021;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos;2021-12-30
>EPI_ISL_13370626|A/turkey/England/076717/2021|A_/_H5N1;EPI_ISL_13370626;A/turkey/England/076717/2021;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2021-12-30
>EPI_ISL_13370628|A/mute_swan/England/244639/2021|A_/_H5N1;EPI_ISL_13370628;A/mute_swan/England/244639/2021;A / H5N1;Europe / United Kingdom / England;;;Cygnus olor;2021-12-31
>EPI_ISL_13370631|A/domestic_duck/England/000357/2022|A_/_H5N1;EPI_ISL_13370631;A/domestic_duck/England/000357/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos;2022-01-02
>EPI_ISL_13370632|A/chicken/England/000095/2022|A_/_H5N1;EPI_ISL_13370632;A/chicken/England/000095/2022;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2022-01-02
>EPI_ISL_13370633|A/turkey/England/000733/2022|A_/_H5N1;EPI_ISL_13370633;A/turkey/England/000733/2022;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2022-01-04
>EPI_ISL_13370634|A/chicken/England/002376/2022|A_/_H5N1;EPI_ISL_13370634;A/chicken/England/002376/2022;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2022-01-08
>EPI_ISL_13370679|A/common_gull/England/245481/2022|A_/_H5N1;EPI_ISL_13370679;A/common_gull/England/245481/2022;A / H5N1;Europe / United Kingdom / England;;;Larus canus;2022-01-08
>EPI_ISL_13370694|A/Domestic_goose/England/006847/2022|A_/_H5N1;EPI_ISL_13370694;A/Domestic_goose/England/006847/2022;A / H5N1;Europe / United Kingdom / England;;;Anser anser domesticus;2022-01-19
>EPI_ISL_13370703|A/domestic_duck/England/012247/2022|A_/_H5N1;EPI_ISL_13370703;A/domestic_duck/England/012247/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos;2022-02-03
>EPI_ISL_13370704|A/chicken/England/014330/2022|A_/_H5N1;EPI_ISL_13370704;A/chicken/England/014330/2022;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2022-02-12
>EPI_ISL_13370705|A/pheasant/Wales/016441/2022|A_/_H5N1;EPI_ISL_13370705;A/pheasant/Wales/016441/2022;A / H5N1;Europe / United Kingdom / Wales;;;Phasianus colchicus;2022-02-20
>EPI_ISL_13370708|A/domestic_goose/England/019349/2022|A_/_H5N1;EPI_ISL_13370708;A/domestic_goose/England/019349/2022;A / H5N1;Europe / United Kingdom / England;;;Anser anser domesticus;2022-02-25
>EPI_ISL_13370709|A/pheasant/England/019746/2022|A_/_H5N1;EPI_ISL_13370709;A/pheasant/England/019746/2022;A / H5N1;Europe / United Kingdom / England;;;Phasianus colchicus;2022-02-26
>EPI_ISL_13370710|A/domestic_duck/England/019894/2022|A_/_H5N1;EPI_ISL_13370710;A/domestic_duck/England/019894/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos;2022-02-28
>EPI_ISL_13370893|A/Little_gull/England/109275/2021|A_/_H5N1;EPI_ISL_13370893;A/Little_gull/England/109275/2021;A / H5N1;Europe / United Kingdom / England;;;Other avian;2021-12-24
>EPI_ISL_13370907|A/mute_swan/Scotland/029918/2022|A_/_H5N1;EPI_ISL_13370907;A/mute_swan/Scotland/029918/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Cygnus olor;2022-03-07
>EPI_ISL_13370908|A/mute_swan/Scotland/029919/2022|A_/_H5N1;EPI_ISL_13370908;A/mute_swan/Scotland/029919/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Cygnus olor;2022-03-07
>EPI_ISL_13370909|A/chicken/Scotland/024309/2022|A_/_H5N1;EPI_ISL_13370909;A/chicken/Scotland/024309/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Gallus gallus domesticus;2022-03-09
>EPI_ISL_13370910|A/domestic_duck/Scotland/024305/2022|A_/_H5N1;EPI_ISL_13370910;A/domestic_duck/Scotland/024305/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Anas platyrhynchos;2022-03-09
>EPI_ISL_13370911|A/domestic_duck/England/025226/2022|A_/_H5N1;EPI_ISL_13370911;A/domestic_duck/England/025226/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos;2022-03-10
>EPI_ISL_13370912|A/domestic_duck/England/025639/2022|A_/_H5N1;EPI_ISL_13370912;A/domestic_duck/England/025639/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos;2022-03-11
>EPI_ISL_13370913|A/chicken/Scotland/029509/2022|A_/_H5N1;EPI_ISL_13370913;A/chicken/Scotland/029509/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Gallus gallus domesticus;2022-03-18
>EPI_ISL_13370914|A/domestic_duck/England/029617/2022|A_/_H5N1;EPI_ISL_13370914;A/domestic_duck/England/029617/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos;2022-03-20
>EPI_ISL_13370918|A/domestic_duck/England/041295/2022|A_/_H5N1;EPI_ISL_13370918;A/domestic_duck/England/041295/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos;2022-04-04
>EPI_ISL_13370919|A/domestic_goose/England/041268/2022|A_/_H5N1;EPI_ISL_13370919;A/domestic_goose/England/041268/2022;A / H5N1;Europe / United Kingdom / England;;;Anser anser domesticus;2022-04-04
>EPI_ISL_13370921|A/domestic_duck/England/042266/2022|A_/_H5N1;EPI_ISL_13370921;A/domestic_duck/England/042266/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos;2022-04-06
>EPI_ISL_13370923|A/chicken/England/046274/2022|A_/_H5N1;EPI_ISL_13370923;A/chicken/England/046274/2022;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2022-04-12
>EPI_ISL_13453567|A/turkey/England/081395/2022|A_/_H5N1;EPI_ISL_13453567;A/turkey/England/081395/2022;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2022-05-31
>EPI_ISL_13453568|A/turkey/England/081490/2022|A_/_H5N1;EPI_ISL_13453568;A/turkey/England/081490/2022;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2022-06-05
>EPI_ISL_13465456|A/Great_white_pelican/Israel/619/2021|A_/_H5N1;EPI_ISL_13465456;A/Great_white_pelican/Israel/619/2021;A / H5N1;Asia / Israel / Central District / Mishmar HaSharon;;;Wild bird;2021-11-29
>EPI_ISL_13477015|A/chicken/Israel/88/2022|A_/_H5N1;EPI_ISL_13477015;A/chicken/Israel/88/2022;A / H5N1;Asia / Israel / Haifa District / Binyamina;;;Gallus gallus domesticus;2022-01-09
>EPI_ISL_13486831|A/Common_eider/England/023549/2022|A_/_H5N1;EPI_ISL_13486831;A/Common_eider/England/023549/2022;A / H5N1;Europe / United Kingdom / England;;;Somateria mollissima;2022-03-03
>EPI_ISL_13486844|A/goose/Scotland/022633/2022|A_/_H5N1;EPI_ISL_13486844;A/goose/Scotland/022633/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Other avian;2022-03-02
>EPI_ISL_13486857|A/goose/Scotland/022634/2022|A_/_H5N1;EPI_ISL_13486857;A/goose/Scotland/022634/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Other avian;2022-03-02
>EPI_ISL_13486869|A/Greylag_goose/Scotland/024915/2022|A_/_H5N1;EPI_ISL_13486869;A/Greylag_goose/Scotland/024915/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Anser anser;2022-03-07
>EPI_ISL_13486890|A/Mute_Swan/Wales/057697/2022|A_/_H5N1;EPI_ISL_13486890;A/Mute_Swan/Wales/057697/2022;A / H5N1;Europe / United Kingdom / Wales;;;Cygnus olor;2022-03-04
>EPI_ISL_13609610|A/Great_white_pelican/Israel/123/2022|A_/_H5N1;EPI_ISL_13609610;A/Great_white_pelican/Israel/123/2022;A / H5N1;Asia / Israel / Haifa District / Ma'ayan Tzvi;;;Wild waterfowl;2022-01-12
>EPI_ISL_13658359|A/common_kestel/Israel/49-2/2022|A_/_H5N1;EPI_ISL_13658359;A/common_kestel/Israel/49-2/2022;A / H5N1;Asia / Israel / Northern District / Agamon Hula;;;Falco tinnunculus;2022-01-02
>EPI_ISL_13782459|A/chicken/England/085598/2022|A_/_H5N1;EPI_ISL_13782459;A/chicken/England/085598/2022;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2022-06-15
>EPI_ISL_13782460|A/Herring_Gull/England/089636/2022|A_/_H5N1;EPI_ISL_13782460;A/Herring_Gull/England/089636/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-06-21
>EPI_ISL_13969421|A/Pink-footed_Goose/Scotland/036871/2022|A_/_H5N1;EPI_ISL_13969421;A/Pink-footed_Goose/Scotland/036871/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Other avian;2022-03-26
>EPI_ISL_13969429|A/White-fronted_goose/England/311038/2022|A_/_H5N1;EPI_ISL_13969429;A/White-fronted_goose/England/311038/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-03-24
>EPI_ISL_14389148|A/Tachybaptus_ruficollis/Belgium/1234_0008/2022|A_/_H5N1;EPI_ISL_14389148;A/Tachybaptus_ruficollis/Belgium/1234_0008/2022;A / H5N1;Europe / Belgium / Provincie Vlaams-Brabant / Oud-Heverlee;;;Tachybaptus ruficollis;2022-01-24
>EPI_ISL_14389524|A/Anser_anser_domesticus/Belgium/1668_0016/2022|A_/_H5N1;EPI_ISL_14389524;A/Anser_anser_domesticus/Belgium/1668_0016/2022;A / H5N1;Europe / Belgium / Provincie Vlaams-Brabant / Oud-Heverlee;;;Anser anser domesticus;2022-01-26
>EPI_ISL_14390100|A/Larus_canus/Belgium/1668_0019/2022|A_/_H5N1;EPI_ISL_14390100;A/Larus_canus/Belgium/1668_0019/2022;A / H5N1;Europe / Belgium / Provincie Antwerpen / Berchem;;;Larus canus;2022-01-21
>EPI_ISL_14392127|A/Branta_leucopsis/Belgium/2606_0009/2022|A_/_H5N1;EPI_ISL_14392127;A/Branta_leucopsis/Belgium/2606_0009/2022;A / H5N1;Europe / Belgium / Provincie West-Vlaanderen / Blankenberge;;;Branta leucopsis;2022-02-17
>EPI_ISL_14393465|A/Branta_canadensis/Belgium/4821_0001/2022|A_/_H5N1;EPI_ISL_14393465;A/Branta_canadensis/Belgium/4821_0001/2022;A / H5N1;Europe / Belgium / Province de Liege / Visé;;;Branta canadensis;2022-04-07
>EPI_ISL_14393671|A/Branta_canadensis/Belgium/5177_0003/2022|A_/_H5N1;EPI_ISL_14393671;A/Branta_canadensis/Belgium/5177_0003/2022;A / H5N1;Europe / Belgium / Province de Liege / Visé;;;Branta canadensis;2022-04-13
>EPI_ISL_14493899|A/Vulpes_vulpes/Belgium/8660_0016/2022|A_/_H5N1;EPI_ISL_14493899;A/Vulpes_vulpes/Belgium/8660_0016/2022;A / H5N1;Europe / Belgium / Provincie Vlaams-Brabant / Kortenberg;;;Other mammals;2022-04-16
>EPI_ISL_14497836|A/chicken/England/098080/2022|A_/_H5N1;EPI_ISL_14497836;A/chicken/England/098080/2022;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2022-07-20
>EPI_ISL_14497841|A/chicken/England/103907/2022|A_/_H5N1;EPI_ISL_14497841;A/chicken/England/103907/2022;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2022-08-02
>EPI_ISL_14497855|A/domestic_duck/England/104859/2022|A_/_H5N1;EPI_ISL_14497855;A/domestic_duck/England/104859/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos var. domesticus;2022-08-05
>EPI_ISL_14497870|A/domestic_duck/England/105414/2022|A_/_H5N1;EPI_ISL_14497870;A/domestic_duck/England/105414/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos var. domesticus;2022-08-07
>EPI_ISL_14497885|A/domestic_goose/England/105863/2022|A_/_H5N1;EPI_ISL_14497885;A/domestic_goose/England/105863/2022;A / H5N1;Europe / United Kingdom / England;;;Anser anser domesticus;2022-08-09
>EPI_ISL_14810880|A/barnacle_goose/Sweden/SVA220609SZ0600/FB001780/H-2022|A_/_H5N1;EPI_ISL_14810880;A/barnacle_goose/Sweden/SVA220609SZ0600/FB001780/H-2022;A / H5N1;Europe / Sweden / Kalmar Lan / Kalmar Kommun;;;Branta leucopsis;2022-04-28
>EPI_ISL_14810959|A/Sandwich_tern/Sweden/SVA220616SZ0350/FB001878/2022|A_/_H5N1;EPI_ISL_14810959;A/Sandwich_tern/Sweden/SVA220616SZ0350/FB001878/2022;A / H5N1;Europe / Sweden / Skane Lan / Vellinge Kommun;;;Other avian;2022-06-04
>EPI_ISL_14811043|A/Sandwich_tern/Sweden/SVA220616SZ0350/FB001879/2022|A_/_H5N1;EPI_ISL_14811043;A/Sandwich_tern/Sweden/SVA220616SZ0350/FB001879/2022;A / H5N1;Europe / Sweden / Skane Lan / Vellinge Kommun;;;Other avian;2022-06-04
>EPI_ISL_14811825|A/Sandwich_tern/Sweden/SVA220617SZ0291/FB001903/K-2022|A_/_H5N1;EPI_ISL_14811825;A/Sandwich_tern/Sweden/SVA220617SZ0291/FB001903/K-2022;A / H5N1;Europe / Sweden / Blekinge Lan / Solvesborgs Kommun;;;Other avian;2022-06-13
>EPI_ISL_14811826|A/black-headed_gull/Sweden/SVA220616SZ0350/FB001882/M-2022|A_/_H5N1;EPI_ISL_14811826;A/black-headed_gull/Sweden/SVA220616SZ0350/FB001882/M-2022;A / H5N1;Europe / Sweden / Skane Lan / Vellinge Kommun;;;Larus ridibundus;2022-06-04
>EPI_ISL_14811827|A/black-headed_gull/Sweden/SVA220617SZ0305/FB001920/K-2022|A_/_H5N1;EPI_ISL_14811827;A/black-headed_gull/Sweden/SVA220617SZ0305/FB001920/K-2022;A / H5N1;Europe / Sweden / Blekinge Lan / Solvesborgs Kommun;;;Larus ridibundus;2022-06-16
>EPI_ISL_14811828|A/Sandwich_tern/Sweden/SVA220617SZ0291/FB001930/K-2022|A_/_H5N1;EPI_ISL_14811828;A/Sandwich_tern/Sweden/SVA220617SZ0291/FB001930/K-2022;A / H5N1;Europe / Sweden / Blekinge Lan / Solvesborgs Kommun;;;Other avian;2022-06-13
>EPI_ISL_14811829|A/Sandwich_tern/Sweden/SVA220617SZ0303/FB001933/K-2022|A_/_H5N1;EPI_ISL_14811829;A/Sandwich_tern/Sweden/SVA220617SZ0303/FB001933/K-2022;A / H5N1;Europe / Sweden / Blekinge Lan / Solvesborgs Kommun;;;Other avian;2022-06-13
>EPI_ISL_14811930|A/Sandwich_tern/Sweden/SVA220623SZ0237/FB001997/K-2022|A_/_H5N1;EPI_ISL_14811930;A/Sandwich_tern/Sweden/SVA220623SZ0237/FB001997/K-2022;A / H5N1;Europe / Sweden / Blekinge Lan / Karlskrona Kommun;;;Other avian;2022-06-09
>EPI_ISL_14864638|A/fox/England/M0083-03-22/2022|A_/_H5N1;EPI_ISL_14864638;A/fox/England/M0083-03-22/2022;A / H5N1;Europe / United Kingdom / England;;;Other mammals;2022-03-09
>EPI_ISL_14864640|A/fox/England/M0025-12-21/2021|A_/_H5N1;EPI_ISL_14864640;A/fox/England/M0025-12-21/2021;A / H5N1;Europe / United Kingdom / England;;;Other mammals;2021-12-07
>EPI_ISL_14864649|A/domestic_goose/England/107529/2022|A_/_H5N1;EPI_ISL_14864649;A/domestic_goose/England/107529/2022;A / H5N1;Europe / United Kingdom / England;;;Goose;2022-08-20
>EPI_ISL_14864650|A/turkey/England/111923/2022|A_/_H5N1;EPI_ISL_14864650;A/turkey/England/111923/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-08-26
>EPI_ISL_14864651|A/chicken/England/112410/2022|A_/_H5N1;EPI_ISL_14864651;A/chicken/England/112410/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-08-28
